fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_binary,alcohol_category,acidity_ratio,sulfur_ratio,sugar_alcohol_interaction,ph_category,is_excellent,is_poor
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,6,white,1,Medium,28.959276018099548,0.27814385335196457,75.75,Acidic,0,0
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,7,white,1,Low,38.21989528795812,0.3731315437944493,141.505,Moderate,0,0
8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,3.09,0.57,10.2,7,white,1,Medium,26.910299003322258,0.3472198109735349,125.46,Acidic,0,0
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,7,white,1,Low,38.21989528795812,0.3731315437944493,141.505,Moderate,0,0
7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.9962,3.17,0.59,10.5,7,white,1,Medium,31.12033195020747,0.3355682176629687,98.7,Acidic,0,0
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,6,white,1,Medium,28.959276018099548,0.27814385335196457,75.75,Acidic,0,0
7.8,0.21,0.49,1.2,0.036,20.0,99.0,0.99,3.05,0.28,12.1,7,white,1,High,36.96682464454976,0.20201816143271278,14.52,Acidic,0,0
7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,3.4,0.59,10.2,5,white,0,Medium,23.588039867109636,0.30999690003099967,16.32,Moderate,0,0
6.9,0.26,0.49,1.6,0.058,39.0,166.0,0.9965,3.65,0.52,9.4,4,white,0,Low,26.436781609195403,0.2349383437449172,15.040000000000001,Basic,0,1
7.6,0.31,0.49,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,12.8,7,white,1,High,24.437299035369772,0.20610529690613047,50.56,Acidic,0,0
6.4,0.42,0.74,12.8,0.076,48.0,209.0,0.9978,3.12,0.58,9.0,6,white,1,Low,15.201900237529692,0.22966397289965118,115.2,Acidic,0,0
8.2,0.29,0.49,1.0,0.044,29.0,118.0,0.9928,3.24,0.36,10.9,4,white,0,Medium,28.1786941580756,0.2457606291472106,10.9,Acidic,0,1
7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,6,white,1,Low,23.867069486404834,0.19886250646303144,278.08000000000004,Acidic,0,0
6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.9956,3.11,0.38,9.0,5,white,0,Low,14.316702819956614,0.1032603083678893,66.60000000000001,Acidic,0,0
7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.9936,3.09,0.59,10.2,5,white,0,Medium,27.758007117437717,0.19013950605981647,13.26,Acidic,0,0
5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,5,white,0,Low,38.41059602649007,0.2142835277191049,10.12,Acidic,0,0
7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,6,white,1,Medium,19.45137157107232,0.20987524768365626,88.14,Acidic,0,0
6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,5,white,0,Low,21.221864951768488,0.2363625619883546,67.76,Acidic,0,0
6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.996,3.16,0.4,9.3,5,white,0,Low,20.245398773006134,0.24423850581333725,71.61000000000001,Acidic,0,0
6.6,0.27,0.49,7.8,0.049,62.0,217.0,0.9959,3.17,0.45,9.4,6,white,1,Low,24.354243542435423,0.2857129690646587,73.32000000000001,Acidic,0,0
6.7,0.26,0.49,8.3,0.047,54.0,191.0,0.9954,3.23,0.4,10.3,6,white,1,Medium,25.670498084291186,0.28272103287417344,85.49000000000001,Acidic,0,0
6.7,0.21,0.49,1.4,0.047,30.0,114.0,0.9914,2.92,0.42,10.8,7,white,1,Medium,31.75355450236967,0.26315558635450564,15.12,Very_Acidic,0,0
7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,6,white,1,Low,23.867069486404834,0.19886250646303144,278.08000000000004,Acidic,0,0
8.1,0.28,0.46,15.4,0.059,32.0,177.0,1.0004,3.27,0.58,9.0,4,white,0,Low,28.825622775800706,0.18078993903989243,138.6,Acidic,0,1
6.5,0.13,0.37,1.0,0.036,48.0,114.0,0.9911,3.41,0.51,11.5,8,white,1,Medium,49.61832061068702,0.42104893816720906,11.5,Moderate,1,0
7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,5,white,0,Medium,17.48878923766816,0.09523696146474446,10.8,Acidic,0,0
8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51,11.8,6,white,1,Medium,22.506393861892583,0.25781048585557925,69.62,Very_Acidic,0,0
7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.9922,3.12,0.38,10.5,7,white,1,Medium,43.646408839779006,0.2777739198066693,12.6,Acidic,0,0
7.1,0.31,0.38,1.2,0.036,10.0,124.0,0.9924,3.14,0.44,9.9,6,white,1,Low,22.829581993569132,0.08064451093136345,11.88,Acidic,0,0
7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.9963,3.2,0.56,9.8,6,white,1,Low,32.365145228215766,0.20624871094555658,65.66000000000001,Acidic,0,0
7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4,7,white,1,Medium,19.943019943019944,0.3103412604452822,74.10000000000001,Moderate,0,0
6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.9951,3.2,0.38,9.3,5,white,0,Low,25.287356321839077,0.24404616639186671,44.64,Acidic,0,0
6.6,0.27,0.31,5.3,0.137,35.0,163.0,0.9951,3.2,0.38,9.3,5,white,0,Low,24.354243542435423,0.21472260906374807,49.29,Acidic,0,0
6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.9955,3.3,0.44,10.3,6,white,1,Medium,30.769230769230766,0.4361678927239749,91.67000000000002,Acidic,0,0
6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.9961,3.17,0.47,8.9,5,white,0,Low,22.87822878228782,0.2901772759943036,78.32000000000001,Acidic,0,0
7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4,7,white,1,Medium,19.943019943019944,0.3103412604452822,74.10000000000001,Moderate,0,0
7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.992,3.11,0.35,11.1,6,white,1,Medium,31.6017316017316,0.38461291914795415,19.98,Acidic,0,0
6.2,0.3,0.2,6.6,0.045,42.0,170.0,0.9944,3.36,0.45,10.4,6,white,1,Medium,20.598006644518275,0.24705737025076321,68.64,Moderate,0,0
6.4,0.35,0.2,5.7,0.034,18.0,117.0,0.9944,3.33,0.43,10.1,5,white,0,Medium,18.233618233618234,0.15384483893300058,57.57,Moderate,0,0
7.6,0.32,0.34,18.35,0.054,44.0,197.0,1.0008,3.22,0.55,9.0,5,white,0,Low,23.676012461059187,0.22334912005522814,165.15,Acidic,0,0
6.3,0.31,0.3,10.0,0.046,49.0,212.0,0.9962,3.74,0.55,11.9,6,white,1,Medium,20.257234726688104,0.23113098523120174,119.0,Basic,0,0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,white,1,Low,28.685258964143426,0.2682913741884186,129.6,Acidic,0,0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,white,1,Low,28.685258964143426,0.2682913741884186,129.6,Acidic,0,0
7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,7,white,1,Low,27.96934865900383,0.2128194214388644,162.435,Acidic,0,0
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,white,1,Low,28.685258964143426,0.2682913741884186,129.6,Acidic,0,0
7.4,0.26,0.37,9.4,0.047,42.0,147.0,0.9982,3.46,0.72,10.0,5,white,0,Low,28.35249042145594,0.2857123420929109,94.0,Moderate,0,0
7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,7,white,1,Low,27.96934865900383,0.2128194214388644,162.435,Acidic,0,0
6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,3,white,0,Low,26.693227091633467,0.5486085712566146,14.57,Moderate,0,1
7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,3.27,0.55,11.4,6,white,1,Medium,44.099378881987576,0.22764042568759602,14.82,Acidic,0,0
9.0,0.43,0.3,1.5,0.05,7.0,175.0,0.9951,3.11,0.45,9.7,4,white,0,Low,20.88167053364269,0.03999977142987754,14.549999999999999,Acidic,0,1
7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,white,1,Low,28.685258964143426,0.2682913741884186,129.6,Acidic,0,0
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6,white,1,Medium,29.04564315352697,0.19248735921427598,49.56,Acidic,0,0
6.7,0.265,0.22,8.6,0.048,54.0,198.0,0.9955,3.25,0.41,10.2,5,white,0,Medium,25.18796992481203,0.27272589532376096,87.71999999999998,Acidic,0,0
7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,3.37,0.42,9.2,6,white,1,Low,63.63636363636364,0.3133312444583703,12.879999999999999,Moderate,0,0
7.2,0.21,0.33,3.0,0.036,35.0,132.0,0.9928,3.25,0.4,11.0,6,white,1,Medium,34.12322274881517,0.265149506443133,33.0,Acidic,0,0
8.5,0.32,0.36,14.9,0.041,47.0,190.0,0.9982,3.08,0.31,10.0,6,white,1,Low,26.4797507788162,0.24736711912042567,149.0,Acidic,0,0
6.9,0.18,0.3,2.0,0.038,39.0,190.0,0.9914,3.32,0.37,12.2,6,white,1,High,38.12154696132597,0.2052620775680128,24.4,Moderate,0,0
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6,white,1,Medium,29.04564315352697,0.19248735921427598,49.56,Acidic,0,0
6.3,0.26,0.29,2.2,0.043,35.0,175.0,0.9918,3.38,0.43,11.6,6,white,1,Medium,24.137931034482758,0.1999988571493877,25.52,Moderate,0,0
6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,6,white,1,Medium,25.670498084291186,0.2066098627284072,18.36,Moderate,0,0
7.9,0.29,0.36,11.1,0.033,43.0,208.0,0.9969,3.14,0.46,10.3,5,white,0,Medium,27.147766323024058,0.20672977533761858,114.33,Acidic,0,0
6.5,0.27,0.19,4.2,0.046,6.0,114.0,0.9955,3.25,0.35,8.6,4,white,0,Low,23.98523985239852,0.05263111727090113,36.12,Acidic,0,1
6.7,0.33,0.42,6.4,0.058,27.0,151.0,0.9954,3.16,0.44,9.6,5,white,0,Low,20.241691842900302,0.17880676286912006,61.44,Acidic,0,0
6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,5,white,0,Low,21.54340836012862,0.1689177775825839,61.44,Acidic,0,0
6.6,0.25,0.31,1.5,0.035,32.0,127.0,0.9921,3.41,0.47,11.3,6,white,1,Medium,26.294820717131472,0.2519665199486618,16.950000000000003,Moderate,0,0
6.4,0.24,0.22,1.5,0.038,38.0,157.0,0.9934,3.41,0.55,9.9,6,white,1,Low,26.556016597510375,0.2420366749256374,14.850000000000001,Moderate,0,0
6.8,0.26,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6,5,white,0,Low,26.053639846743295,0.26815492650879047,162.72,Moderate,0,0
7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,4,white,0,Medium,11.456628477905074,0.15527853864261712,18.02,Moderate,0,1
6.8,0.22,0.3,13.6,0.055,50.0,180.0,0.9984,3.44,0.39,9.8,5,white,0,Low,30.769230769230766,0.27777623457647455,133.28,Moderate,0,0
8.1,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47,10.5,5,white,0,Medium,26.045016077170416,0.14925150370889986,16.8,Acidic,0,0
7.0,0.2,0.3,6.1,0.037,31.0,120.0,0.9939,3.24,0.51,10.8,5,white,0,Medium,34.82587064676617,0.2583311805734952,65.88,Acidic,0,0
7.9,0.18,0.37,3.0,0.061,25.0,178.0,0.995,3.22,0.51,10.0,6,white,1,Low,43.646408839779006,0.14044864916489233,30.0,Acidic,0,0
6.6,0.34,0.27,6.2,0.059,23.0,136.0,0.9957,3.3,0.49,10.1,6,white,1,Medium,19.354838709677416,0.1691164035558562,62.62,Acidic,0,0
6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,0.48,9.4,5,white,0,Low,22.591362126245848,0.3017215368833027,62.04,Acidic,0,0
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,8,white,1,Medium,35.91160220994475,0.2905385774420443,18.400000000000002,Moderate,1,0
7.0,0.21,0.31,6.0,0.046,29.0,108.0,0.9939,3.26,0.5,10.8,6,white,1,Medium,33.17535545023697,0.26851603225896054,64.80000000000001,Acidic,0,0
6.8,0.27,0.32,1.5,0.044,19.0,142.0,0.9921,3.1,0.43,9.9,6,white,1,Low,25.092250922509223,0.13380187463468568,14.850000000000001,Acidic,0,0
9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,4,white,0,Low,46.26865671641791,0.15730248706467942,15.299999999999999,Acidic,0,1
5.8,0.23,0.27,1.8,0.043,24.0,69.0,0.9933,3.38,0.31,9.4,6,white,1,Low,25.108225108225106,0.34782104607179604,16.92,Moderate,0,0
7.6,0.2,0.39,2.6,0.044,30.0,180.0,0.9941,3.46,0.44,10.8,7,white,1,Medium,37.81094527363184,0.16666574074588475,28.080000000000002,Moderate,0,0
8.2,0.15,0.48,2.7,0.052,24.0,190.0,0.995,3.5,0.45,10.9,7,white,1,Medium,54.3046357615894,0.12631512465723865,29.430000000000003,Moderate,0,0
7.5,0.4,1.0,19.5,0.041,33.0,148.0,0.9977,3.24,0.38,12.0,6,white,1,Medium,18.703241895261844,0.22297146640901075,234.0,Acidic,0,0
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,8,white,1,Medium,35.91160220994475,0.2905385774420443,18.400000000000002,Moderate,1,0
7.0,0.13,0.3,5.0,0.056,31.0,122.0,0.9945,3.47,0.42,10.5,6,white,1,Medium,53.43511450381679,0.25409627789936146,52.5,Moderate,0,0
6.9,0.17,0.22,4.6,0.064,55.0,152.0,0.9952,3.29,0.37,9.3,6,white,1,Low,40.35087719298245,0.361839724738653,42.78,Acidic,0,0
7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,11.8,6,white,1,Medium,23.255813953488374,0.2886568179709487,75.52000000000001,Acidic,0,0
7.6,0.445,0.44,14.5,0.045,68.0,212.0,0.9986,3.48,0.36,10.0,6,white,1,Low,17.040358744394617,0.3207532039943208,145.0,Moderate,0,0
6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,0.48,9.4,5,white,0,Low,22.591362126245848,0.3017215368833027,62.04,Acidic,0,0
7.5,0.22,0.33,6.7,0.036,45.0,138.0,0.9939,3.2,0.68,11.4,6,white,1,Medium,33.93665158371041,0.3260845935899015,76.38000000000001,Acidic,0,0
9.2,0.23,0.3,1.1,0.031,40.0,99.0,0.9929,2.94,0.3,10.4,6,white,1,Medium,39.82683982683982,0.40403632286542557,11.440000000000001,Very_Acidic,0,0
8.7,0.34,0.46,13.8,0.055,68.0,198.0,0.9988,3.36,0.37,9.5,6,white,1,Low,25.51319648093841,0.3434326089262175,131.1,Moderate,0,0
6.6,0.545,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,0.32,11.9,5,white,0,Medium,12.087912087912086,0.4324285366798497,29.75,Acidic,0,0
8.1,0.3,0.31,1.1,0.041,49.0,123.0,0.9914,2.99,0.45,11.1,6,white,1,Medium,26.910299003322258,0.39837074495329305,12.21,Very_Acidic,0,0
6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,6,white,1,Low,42.85714285714286,0.27026880935778724,92.16,Moderate,0,0
8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,3.29,0.47,12.0,6,white,1,Medium,24.922118380062305,0.31460497412935884,55.199999999999996,Acidic,0,0
6.1,0.22,0.23,3.1,0.052,15.0,104.0,0.9948,3.14,0.42,8.7,5,white,0,Low,27.60180995475113,0.1442293824097845,26.97,Acidic,0,0
6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,6,white,1,Low,42.85714285714286,0.27026880935778724,92.16,Moderate,0,0
7.5,0.15,0.38,1.8,0.054,19.0,101.0,0.9946,3.24,0.44,10.0,5,white,0,Low,49.66887417218543,0.18811694933713527,18.0,Acidic,0,0
8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,4,white,0,Medium,28.865979381443303,0.07272595043726478,11.97,Very_Acidic,0,1
6.6,0.37,0.47,6.5,0.061,23.0,150.0,0.9954,3.14,0.45,9.6,6,white,1,Low,17.78975741239892,0.15333231111792586,62.4,Acidic,0,0
7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,0.32,12.9,6,white,1,High,20.20997375328084,0.18420931441240518,25.8,Acidic,0,0
6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6,white,1,Low,25.099601593625497,0.3309835846226435,144.53,Acidic,0,0
8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6,white,1,Low,27.57475083056479,0.19526511677445696,93.0,Acidic,0,0
6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,5,white,0,Low,29.864253393665155,0.3823501297784575,10.01,Acidic,0,0
6.1,0.34,0.31,12.0,0.053,46.0,238.0,0.9977,3.16,0.48,8.6,5,white,0,Low,17.88856304985337,0.19327649883824016,103.19999999999999,Acidic,0,0
7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,5,white,0,Low,33.93665158371041,0.3793059849886783,47.52,Acidic,0,0
8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6,white,1,Low,27.57475083056479,0.19526511677445696,93.0,Acidic,0,0
8.0,0.27,0.24,1.2,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,5,white,0,Medium,29.520295202952028,0.1960765090538328,13.08,Acidic,0,0
6.1,0.17,0.27,1.5,0.056,45.0,135.0,0.9924,3.2,0.43,10.2,6,white,1,Medium,35.67251461988304,0.3333308642158206,15.299999999999999,Acidic,0,0
7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.9966,3.11,0.57,9.7,6,white,1,Low,40.88397790055249,0.2528721099304027,100.88,Acidic,0,0
6.7,0.16,0.28,2.5,0.046,40.0,153.0,0.9921,3.38,0.51,11.4,7,white,1,Medium,41.61490683229814,0.2614361997634002,28.5,Moderate,0,0
6.1,0.255,0.44,12.3,0.045,53.0,197.0,0.9967,3.24,0.54,9.5,6,white,1,Low,23.828124999999996,0.26903416733925206,116.85000000000001,Acidic,0,0
7.4,0.23,0.25,1.4,0.049,43.0,141.0,0.9934,3.42,0.54,10.2,7,white,1,Medium,32.03463203463203,0.3049623761533606,14.279999999999998,Moderate,0,0
6.4,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,6,white,1,Medium,39.75155279503106,0.35483489424844894,24.42,Moderate,0,0
6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6,white,1,Low,25.099601593625497,0.3309835846226435,144.53,Acidic,0,0
6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5,white,0,Low,24.723247232472325,0.2673254092801521,74.4,Acidic,0,0
6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5,white,0,Low,23.711340206185568,0.26046390481904735,75.68,Acidic,0,0
9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,2.8,0.46,10.6,5,white,0,Medium,45.497630331753555,0.2264108224373125,12.719999999999999,Very_Acidic,0,0
6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,0.44,9.3,5,white,0,Low,10.628019323671497,0.36160552854674755,80.91,Acidic,0,0
6.4,0.28,0.19,5.4,0.042,67.0,181.0,0.99435,3.31,0.35,10.2,6,white,1,Medium,22.77580071174377,0.3701637007530345,55.08,Moderate,0,0
8.0,0.3,0.28,5.7,0.044,31.0,124.0,0.9948,3.16,0.51,10.2,6,white,1,Medium,26.578073089700997,0.24999798388722672,58.14,Acidic,0,0
6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.9916,3.46,0.42,11.0,7,white,1,Medium,37.42690058479532,0.20407955020867133,16.5,Moderate,0,0
7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,6,white,1,Low,34.59715639810427,0.16071285077811803,104.64,Moderate,0,0
6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5,white,0,Low,24.723247232472325,0.2673254092801521,74.4,Acidic,0,0
6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5,white,0,Low,23.711340206185568,0.26046390481904735,75.68,Acidic,0,0
6.6,0.32,0.26,7.7,0.054,56.0,209.0,0.9961,3.17,0.45,8.8,5,white,0,Low,20.5607476635514,0.26794130171625974,67.76,Acidic,0,0
7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69,8.9,5,white,0,Low,23.052959501557634,0.2793280484466567,15.13,Acidic,0,0
6.6,0.37,0.07,1.4,0.048,58.0,144.0,0.9922,3.17,0.38,10.0,5,white,0,Low,17.78975741239892,0.40277498072930046,14.0,Acidic,0,0
7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.9918,3.16,0.56,12.2,7,white,1,High,17.865429234338748,0.3235262399388241,54.9,Acidic,0,0
7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6,white,1,Medium,19.948849104859335,0.1823194346992558,107.91000000000001,Acidic,0,0
6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,6,white,1,Low,35.91160220994475,0.2836859313054517,13.299999999999999,Moderate,0,0
7.8,0.4,0.26,9.5,0.059,32.0,178.0,0.9955,3.04,0.43,10.9,6,white,1,Medium,19.45137157107232,0.17977427093106219,103.55,Acidic,0,0
7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6,white,1,Medium,19.948849104859335,0.1823194346992558,107.91000000000001,Acidic,0,0
6.9,0.19,0.28,3.0,0.054,33.0,99.0,0.9924,3.16,0.4,10.8,6,white,1,Medium,36.125654450261784,0.3333299663639761,32.400000000000006,Acidic,0,0
7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,6,white,1,Medium,15.682281059063136,0.2074058710676217,235.20000000000002,Acidic,0,0
6.6,0.25,0.35,14.0,0.069,42.0,163.0,0.999,3.56,0.47,9.8,5,white,0,Low,26.294820717131472,0.2576671308764977,137.20000000000002,Moderate,0,0
6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,6,white,1,Low,35.91160220994475,0.2836859313054517,13.299999999999999,Moderate,0,0
6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,8,white,1,Medium,42.384105960264904,0.2866647555682962,19.8,Moderate,1,0
6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,8,white,1,Medium,42.384105960264904,0.2866647555682962,19.8,Moderate,1,0
8.4,0.17,0.31,5.4,0.052,47.0,150.0,0.9953,3.24,0.38,9.8,5,white,0,Low,49.122807017543856,0.3133312444583703,52.92000000000001,Acidic,0,0
6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,3.49,0.44,10.5,4,white,0,Medium,19.003115264797508,0.06499967500162498,18.900000000000002,Moderate,0,1
8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,6,white,1,Medium,40.28436018957346,0.5140808867543186,105.45,Acidic,0,0
8.7,0.45,0.4,1.5,0.067,17.0,100.0,0.9957,3.27,0.57,10.1,6,white,1,Medium,19.290465631929045,0.1699983000169998,15.149999999999999,Acidic,0,0
6.7,0.24,0.29,6.8,0.038,54.0,127.0,0.9932,3.33,0.46,11.6,7,white,1,Medium,27.800829875518673,0.4251935024133668,78.88,Moderate,0,0
8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,6,white,1,Medium,40.28436018957346,0.5140808867543186,105.45,Acidic,0,0
7.4,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,7,white,1,Medium,22.356495468277945,0.2521717202459109,30.680000000000003,Acidic,0,0
7.2,0.26,0.3,2.1,0.033,50.0,158.0,0.9909,3.33,0.43,12.1,7,white,1,High,27.586206896551722,0.31645369333105483,25.41,Moderate,0,0
8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12.0,5,white,0,Medium,22.71468144044321,0.3032762026540766,91.19999999999999,Acidic,0,0
7.8,0.2,0.24,1.6,0.026,26.0,189.0,0.991,3.08,0.74,12.1,7,white,1,High,38.80597014925373,0.13756540970682696,19.36,Acidic,0,0
9.4,0.16,0.3,1.4,0.042,26.0,176.0,0.9954,3.15,0.46,9.1,5,white,0,Low,58.38509316770186,0.14772643337253766,12.739999999999998,Acidic,0,0
6.4,0.33,0.24,1.6,0.054,25.0,117.0,0.9943,3.36,0.5,9.3,5,white,0,Low,19.335347432024168,0.21367338740694522,14.880000000000003,Moderate,0,0
7.8,0.22,0.36,1.4,0.056,21.0,153.0,0.993,3.2,0.53,10.4,6,white,1,Medium,35.29411764705882,0.13725400487578512,14.559999999999999,Acidic,0,0
7.4,0.35,0.31,17.95,0.062,42.0,187.0,1.0002,3.27,0.64,9.1,5,white,0,Low,21.082621082621085,0.22459772942390682,163.345,Acidic,0,0
6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.9946,3.32,0.54,9.4,5,white,0,Low,17.78975741239892,0.19166506945775452,18.8,Moderate,0,0
6.7,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,3.16,0.47,9.6,6,white,1,Low,18.059299191374663,0.14765001577170622,60.48,Acidic,0,0
7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,3.19,0.62,12.0,5,white,0,Medium,19.137466307277627,0.21428401361893953,16.799999999999997,Acidic,0,0
6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3,8,white,1,Medium,27.49003984063745,0.28906024171686157,102.26500000000001,Acidic,1,0
6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6,white,1,Low,29.437229437229433,0.3236975508812088,133.98,Acidic,0,0
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6,white,1,Low,24.521072796934867,0.21604804908611674,70.28999999999999,Moderate,0,0
7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6,white,1,Low,25.249169435215947,0.2984277569227386,94.86,Acidic,0,0
9.4,0.16,0.23,1.6,0.042,14.0,67.0,0.9942,3.07,0.32,9.5,5,white,0,Low,58.38509316770186,0.2089521051924598,15.200000000000001,Acidic,0,0
